,course name,Link to course,Number of students who purchased the course,The number of students who rated the course,The number of factors that took part in the creation of the course,Last updated date,the language of the course,The number of languages into which the course is translated,The number of languages for which the course has subtitles,price,Is the course on sale?,The number of episodes,Number of lectures in the course,Duration of each lecture,The name of the first lecturer,Number of followers of the first lecturer,The course number of the first lecturer,Average rating of all courses of the first lecturer,The name of the second lecturer,Number of followers of the second lecturer,The course number of the second lecturer,Average rating of all courses of the second lecturer,Does the course contain exercises?,Does the course contain exams?,Does the course contain a final exam?,Course rating
1750,Master Blockchain | A Step-by-Step Guide for 2022,https://www.udemy.com/course/master-blockchain-a-step-by-step-guide-for-2021/,848,1,1.0,Jun-22,English,1.0,1.0,69.9,1.0,12.0,132.0,7h 54m,R Tutor,"29,015",57.0,3.9,,,,,0.0,0.0,1.0,3.0
1751,Artificial Intelligence: Path Finding Algorithms,https://www.udemy.com/course/artificial-intelligence-path-finding-algorithms/,14,1,1.0,Jul-22,English,1.0,1.0,69.9,1.0,5.0,11.0,1h 23m,Maxime Vandegar,"1,290",25.0,4.4,,,,,0.0,0.0,0.0,5.0
1752,Text Mining and Natural Language Processing in Python,https://www.udemy.com/course/text-mining-and-natural-language-processing-in-python/,18,1,1.0,Feb-22,English,1.0,1.0,69.9,1.0,6.0,28.0,1h 48m,Niklas Lang,18,1.0,5,,,,,0.0,0.0,0.0,5.0
1753,Deep Learning for Professionals,https://www.udemy.com/course/deep-learning-for-professionals/,19,1,1.0,Nov-22,English,1.0,0.0,69.9,1.0,5.0,53.0,4h 31m,Eduonix Learning Solutions,"1,251,591",237.0,3.9,,,,,1.0,0.0,0.0,2.0
1754,Locally Linear Embedding: Data Science in Python,https://www.udemy.com/course/locally-linear-embedding-data-science-in-python/,857,1,1.0,Feb-23,English,1.0,1.0,69.9,1.0,3.0,9.0,1h 57m,Lucas Bazilio,"32,521",67.0,4.4,,,,,0.0,0.0,0.0,5.0
1755,Data Analytics Crash Course,https://www.udemy.com/course/data-analytics-crash-course/,4,1,1.0,Nov-22,English,1.0,0.0,69.9,1.0,4.0,22.0,1h 45m,"Adrian Resag, QIAL, CMIIA, CIA, CISA, CRMA, CFSA, GRCP, CIMA Adv Dip MA","3,236",11.0,4.5,,,,,0.0,0.0,0.0,5.0
1756,"Master Machine Learning: Basics, Jobs and Interview Bootcamp",https://www.udemy.com/course/master-machine-learning-basics-jobs-and-interview-bootcamp/,13,1,1.0,Oct-20,English,1.0,1.0,69.9,1.0,17.0,58.0,6h 29m,Manik Soni,398,5.0,4,,,,,0.0,0.0,0.0,4.5
1757,How to enter a Kaggle competition,https://www.udemy.com/course/enter-a-kaggle-competition/,32,1,1.0,Sep-21,English,1.0,1.0,69.9,1.0,6.0,7.0,4h 3m,Tracy Renee,"8,409",21.0,4,,,,,0.0,0.0,0.0,5.0
1758,Machine Learning for Kids,https://www.udemy.com/course/machine-learning-for-kid/,3,1,1.0,Nov-22,English,1.0,0.0,69.9,1.0,1.0,12.0,5h 36m,Charmi Parekh,382,5.0,3,,,,,0.0,0.0,0.0,1.5
1759,Streamlit : Deploy your Data & ML app on the web with Python,https://www.udemy.com/course/streamlit-deploy-your-data-ml-app-on-the-web-with-python/,3,2,1.0,Jan-23,English,1.0,0.0,69.9,1.0,8.0,26.0,4h 34m,Pierre-louis Danieau,40,2.0,4.6,,,,,1.0,0.0,0.0,5.0
1760,Data Science & Machine Learning using Python 3 : HANDS ON,https://www.udemy.com/course/hands-on-data-science-machine-learning-with-python-3/,8,1,1.0,Jul-22,English,1.0,1.0,69.9,1.0,9.0,50.0,8h 39m,Info Digital Experts,26,3.0,4.5,,,,,0.0,0.0,0.0,4.5
1761,Machine Learning Journey,https://www.udemy.com/course/machine-learning-journey/,17,1,1.0,Nov-22,English,1.0,1.0,69.9,1.0,5.0,34.0,5h 1m,Vonnie Hudson,"14,736",25.0,4.5,,,,,0.0,0.0,0.0,5.0
1762,Fundamentals Of Machine Learning With Python,https://www.udemy.com/course/fundamentals-of-machine-learning-with-python/,2,1,1.0,Oct-21,English,1.0,1.0,69.9,1.0,9.0,27.0,3h 39m,Spotle Learn,297,23.0,4.1,,,,,0.0,0.0,0.0,3.5
1763,Data Visualization with Python,https://www.udemy.com/course/data-visualization-with-python-c/,2,1,1.0,Aug-20,English,1.0,1.0,69.9,1.0,5.0,22.0,41m total,Ankush Sharma,2,1.0,4.5,,,,,0.0,0.0,0.0,4.5
1764,Building Big Data Pipelines with R & Sparklyr & Tableau,https://www.udemy.com/course/building-big-data-pipelines-with-r-sparklyr-tableau/,24,1,1.0,Apr-20,English,1.0,1.0,69.9,1.0,6.0,20.0,2h 55m,EBISYS R&D,"8,582",15.0,4.1,,,,,0.0,0.0,0.0,3.5
1765,Crash course: Introduction to Pandas and NumPy,https://www.udemy.com/course/pandas-numpy/,5,1,1.0,Dec-22,English,1.0,0.0,69.9,1.0,3.0,27.0,3h 34m,Maxime Vandegar,"1,290",25.0,4.4,,,,,0.0,0.0,0.0,5.0
1766,Numpy Complete Tutorial For Machine Learning,https://www.udemy.com/course/numpyforml/,7,0,1.0,Jun-20,English,1.0,1.0,69.9,1.0,21.0,21.0,6h 21m,Roni Das,"23,812",9.0,3.1,,,,,0.0,0.0,0.0,0.0
1767,The Complete Python and TensorFlow Data Science Course,https://www.udemy.com/course/python-machine-learning-and-data-science-masterclass/,34,0,2.0,Apr-20,English,1.0,1.0,69.9,1.0,7.0,107.0,16h 52m,Mammoth Interactive,"381,800",263.0,4.3,John Bura,"520,513",292.0,4.3,0.0,0.0,0.0,0.0
1768,Artificial intelligence and ethical issues,https://www.udemy.com/course/artificial-intelligence-and-ethical-issues/,5,0,1.0,Feb-21,English,1.0,1.0,69.9,1.0,11.0,11.0,35m total,Rafaella Vardaka,5,1.0,--,,,,,1.0,0.0,0.0,0.0
1769,Design AI project using Python,https://www.udemy.com/course/design-ai-project-using-python/,2,0,1.0,Nov-21,English,1.0,1.0,69.9,1.0,3.0,16.0,5h 59m,Abhishek Thakur,"1,987",7.0,3.9,,,,,0.0,0.0,0.0,0.0
1770,Practical Supervised and Unsupervised Learning with Python,https://www.udemy.com/course/practical-supervised-and-unsupervised-learning-with-python/,36,0,1.0,Apr-19,English,1.0,1.0,69.9,1.0,3.0,83.0,8h 48m,Packt Publishing,"410,275",977.0,3.9,,,,,1.0,0.0,0.0,0.0
1771,Data Science with R,https://www.udemy.com/course/data-science-with-r-le/,3,0,1.0,Apr-22,English,1.0,1.0,69.9,1.0,6.0,16.0,44m total,E-Lephant Group,3,1.0,--,,,,,1.0,0.0,0.0,0.0
1772,PySpark Developer,https://www.udemy.com/course/pyspark-developer/,"1,017",0,1.0,Jul-22,English,1.0,1.0,229.9,1.0,3.0,41.0,5h 41m,EDUCBA Bridging the Gap,"252,741",152.0,4,,,,,0.0,0.0,0.0,0.0
1773,Ace Machine Learning Interviews With Confidence,https://www.udemy.com/course/mlinterviewprep/,"1,000",0,1.0,Feb-23,English,1.0,1.0,69.9,1.0,5.0,19.0,1h 51m,SeaportAi .,"103,597",29.0,4.1,,,,,0.0,0.0,0.0,0.0
1774,Anybody Can Use AI/ML,https://www.udemy.com/course/anybody-can-use-aiml/,2,0,1.0,Nov-22,English,1.0,0.0,69.9,1.0,4.0,12.0,4h 4m,Pritish Suhas Mahajan,2,1.0,--,,,,,0.0,0.0,0.0,0.0
1775,Learn Artificial Intelligence in few steps,https://www.udemy.com/course/learn-artificial-intelligence-in-few-steps/,0,0,1.0,Jan-22,English,1.0,1.0,69.9,1.0,3.0,12.0,38m total,Nour El-Akhdar,53,9.0,4.1,,,,,0.0,0.0,0.0,0.0
1776,A Beginner's Guide to Data Visualization,https://www.udemy.com/course/beginners-guide-to-data-visualization/,1,0,1.0,Feb-22,English,1.0,1.0,69.9,1.0,3.0,7.0,1h 10m,Lecture Factory,8,3.0,4,,,,,0.0,0.0,0.0,0.0
1777,Data Analysis And Data Visualization With Python,https://www.udemy.com/course/data-analysis-and-data-visualization-with-python/,10,0,1.0,Sep-21,English,1.0,1.0,69.9,1.0,16.0,62.0,5h 29m,Spotle Learn,297,23.0,4.1,,,,,0.0,0.0,0.0,0.0
1778,The Complete Python and TensorFlow Data Science Course,https://www.udemy.com/course/python-machine-learning-and-data-science-masterclass/,34,0,2.0,Apr-20,English,1.0,1.0,69.9,1.0,7.0,107.0,16h 52m,Mammoth Interactive,"381,800",263.0,4.3,John Bura,"520,513",292.0,4.3,0.0,0.0,0.0,0.0
1779,Ultimate Seaborn: Data Visualization with Python Seaborn,https://www.udemy.com/course/ultimate-seaborn-data-visualization-with-seaborn/,7,0,1.0,Apr-22,English,1.0,1.0,69.9,1.0,8.0,45.0,7h 52m,DatOlympia Learning Solutions,"1,694",5.0,4.1,,,,,1.0,0.0,1.0,0.0
1780,Step-By-Step Statistics For Data Science By Spotle,https://www.udemy.com/course/step-by-step-statistics-for-data-science-by-spotle/,1,0,1.0,Aug-22,English,1.0,1.0,69.9,1.0,8.0,24.0,2h 21m,Spotle Learn,297,23.0,4.1,,,,,0.0,0.0,0.0,0.0
1781,Data Transformation and ML Models with Python,https://www.udemy.com/course/data-transformation-and-ml-models-with-python/,107,0,2.0,Aug-22,English,1.0,1.0,69.9,1.0,10.0,58.0,7h 46m,Mammoth Interactive,"381,800",263.0,4.3,John Bura,"520,513",292.0,4.3,0.0,0.0,0.0,0.0
1782,Exploratory Data Analysis In Data Science & AI,https://www.udemy.com/course/exploratory-data-analysis-in-data-science-ai/,1,0,1.0,Oct-22,English,1.0,0.0,69.9,1.0,2.0,8.0,1h 20m,Sachida Kumar,156,6.0,4.6,,,,,0.0,0.0,0.0,0.0
1783,Full Data Science Course: From Zero to Hero,https://www.udemy.com/course/full-data-science-course-from-zero-to-hero/,3,0,1.0,Oct-22,English,1.0,0.0,69.9,1.0,9.0,32.0,1h 1m,Diogo Marques,5,1.0,--,,,,,0.0,0.0,0.0,0.0
1784,Deep Learning Object Detection by Training & Deploying YOLOX,https://www.udemy.com/course/train-and-deploy-yolox-object-detection-models-to-the-cloud/,2,0,1.0,Jan-23,English,1.0,0.0,69.9,1.0,6.0,22.0,6h 43m,Neuralearn Dot AI,"9,657",9.0,4.2,,,,,0.0,0.0,1.0,0.0
1785,Coding vs. COVID-19 B: Databases & Thinking Outside the Box,https://www.udemy.com/course/coding-vs-covid-19-b-databases-thinking-outside-the-box/,0,0,1.0,Apr-20,English,1.0,1.0,69.9,1.0,5.0,9.0,1h 48m,MetaCoders Team,5,5.0,--,,,,,1.0,1.0,0.0,0.0
1786,Fundamentals Of Statistical Decision Making By Spotle,https://www.udemy.com/course/fundamentals-of-statistical-decision-making-by-spotle/,1,0,1.0,Jan-21,English,1.0,1.0,69.9,1.0,5.0,11.0,1h 15m,Spotle Learn,297,23.0,4.1,,,,,0.0,0.0,0.0,0.0
1787,Recommender System: Recommender System with Machine Learning,https://www.udemy.com/course/recommender-systems-with-machine-learning/,18,0,3.0,Feb-23,English,1.0,0.0,69.9,1.0,6.0,75.0,6h 16m,AI Sciences,"44,925",22.0,4.3,AI Sciences Team,"25,036",21.0,4.3,0.0,0.0,0.0,0.0
1788,Machine Learning in Python for Absolute Beginners,https://www.udemy.com/course/machine-learning-in-python-for-absolute-beginners/,20,0,1.0,Sep-22,English,1.0,1.0,69.9,1.0,9.0,65.0,3h 24m,Eduonix Learning Solutions,"1,251,591",237.0,3.9,,,,,1.0,0.0,0.0,0.0
1789,ChatGPT Essentials: The Complete ChatGPT Course (2023 Guide),https://www.udemy.com/course/chatgpt-essentials-the-complete-chatgpt-course-2023-guide/,2,0,1.0,Feb-23,English,1.0,0.0,69.9,1.0,4.0,16.0,1h 15m,Amir Rimer,"86,611",9.0,4.3,,,,,0.0,0.0,0.0,0.0
1790,Complete Decision Tree To Random Forest In Python By Spotle,https://www.udemy.com/course/complete-decision-tree-to-random-forest-in-python-by-spotle/,8,0,1.0,Aug-21,English,1.0,1.0,69.9,1.0,8.0,19.0,2h 11m,Spotle Learn,297,23.0,4.1,,,,,0.0,0.0,0.0,0.0
1791,Deep Learning With Keras and TensorFlow,https://www.udemy.com/course/deep-learning-with-keras-and-tensorflow/,1,0,1.0,Sep-22,English,1.0,0.0,69.9,1.0,1.0,8.0,2h 36m,Skillcart E-learning,45,7.0,4.2,,,,,0.0,0.0,0.0,0.0
1792,Big Data-Self Learning Course,https://www.udemy.com/course/big-data-self-learning-course/,2,0,1.0,Sep-21,English,1.0,1.0,69.9,1.0,12.0,12.0,6h 17m,Learntoupgrade Online,"9,135",14.0,4.5,,,,,0.0,0.0,0.0,0.0
1793,Big Data-Self Learning Course,https://www.udemy.com/course/big-data-self-learning-course/,2,0,1.0,Sep-21,English,1.0,1.0,69.9,1.0,12.0,12.0,6h 17m,Learntoupgrade Online,"9,135",14.0,4.5,,,,,0.0,0.0,0.0,0.0
1794,Deep Learning Certification Exam Practice Tests,https://www.udemy.com/course/deep-learning-certification-exam-practice-tests/,1,0,1.0,Apr-22,English,1.0,0.0,69.9,1.0,16.0,,,Growth Central,"32,661",31.0,3.7,,,,,0.0,0.0,1.0,0.0
1795,Machine Learning,https://www.udemy.com/course/machine-learning-all-about-ml/,0,0,1.0,Sep-22,English,1.0,0.0,69.9,1.0,1.0,14.0,3h 29m,Skillcart E-learning,45,7.0,4.2,,,,,0.0,0.0,0.0,0.0
1796,Computer Vision || Object Detection Using Python,https://www.udemy.com/course/lab-python-object-detection/,1,0,1.0,May-22,English,1.0,1.0,69.9,1.0,6.0,8.0,1h 23m,Meet Jethwa,"1,929",4.0,4.5,,,,,1.0,0.0,0.0,0.0
1797,"Django for beginners with Htmx, Pandas, and Plotly",https://www.udemy.com/course/django-for-beginners-with-htmx-pandas-and-plotly/,"1,010",0,1.0,Jan-23,English,1.0,1.0,69.9,1.0,6.0,17.0,12h 53m,Williams Osei Abodunrin,"1,010",1.0,--,,,,,0.0,0.0,0.0,0.0
1798,Decision tree models in Python,https://www.udemy.com/course/decision-tree-models-in-python/,11,0,1.0,May-22,English,1.0,1.0,69.9,1.0,5.0,10.0,1h 24m,Gianluca Malato,"8,835",10.0,4.6,,,,,0.0,0.0,0.0,0.0
1799,"Decision Trees, Random Forests: get ready with Python",https://www.udemy.com/course/decision-trees-random-forests-get-ready-with-python/,"1,011",0,1.0,Nov-22,English,1.0,1.0,139.9,1.0,6.0,101.0,4h 13m,Wim Koevoets,"1,014",1.0,--,,,,,0.0,0.0,0.0,0.0
1800,ChatGPT : 7 Secret Ways to Make Money Using ChatGPT,https://www.udemy.com/course/chatgpt-7-ways-to-make-money-using-chatgpt/,4,0,1.0,Jan-23,English,1.0,0.0,69.9,1.0,2.0,10.0,59m total,Younes Mokrane,4,1.0,--,,,,,0.0,0.0,0.0,0.0
1801,ChatGPT Mastery- A Step-by-Step Guide to Make Passive income,https://www.udemy.com/course/chatgpt-full-guide-for-beginners-make-passive-income-in-2023/,1,0,1.0,Jan-23,English,1.0,0.0,69.9,1.0,1.0,9.0,37m total,Muhammad Asad,171,2.0,3.6,,,,,0.0,0.0,0.0,0.0
1802,Introduction to Azure Cognitive Services,https://www.udemy.com/course/introduction-to-azure-cognitive-services/,23,0,2.0,Nov-21,English,1.0,1.0,69.9,1.0,5.0,34.0,3h 48m,Venkatesh Varadachari,"129,705",74.0,4.1,Saharsh Amuda,23,1.0,--,1.0,0.0,0.0,0.0
1803,Automate Excel using Python - Xlwings | Series 2,https://www.udemy.com/course/automate-excel-using-python-xlwings-series-2/,39,0,1.0,May-20,English,1.0,1.0,69.9,1.0,5.0,55.0,3h 1m,Block.Hub Academy,247,4.0,2.6,,,,,0.0,0.0,0.0,0.0
1804,Complete Machine Learning 11 in 1 course,https://www.udemy.com/course/complete-machine-learning-11-in-1-course/,11,0,1.0,Jan-21,English,1.0,1.0,69.9,1.0,18.0,102.0,21h 20m,N.S. Mpofu,"3,701",2.0,4.8,,,,,0.0,0.0,0.0,0.0
1805,Data Science with Python (4-Course Bundle),https://www.udemy.com/course/data-science-with-python-4-course-bundle/,35,0,1.0,Dec-20,English,1.0,1.0,69.9,1.0,4.0,161.0,17h 36m,Packt Publishing,"410,275",977.0,3.9,,,,,0.0,0.0,0.0,0.0
1806,Getting started with Tableau,https://www.udemy.com/course/getting-started-with-tableau/,0,0,1.0,Dec-20,English,1.0,1.0,69.9,1.0,6.0,22.0,2h 25m,Evergreen Technologies,"15,067",55.0,3.5,,,,,0.0,0.0,0.0,0.0
1807,Fundamental Concepts of Mathematics for Computer Science,https://www.udemy.com/course/fundamental-concepts-of-mathematics-for-computer-science/,0,0,1.0,Jan-23,English,1.0,0.0,69.9,1.0,2.0,12.0,1h 52m,Edu Career College,--,1.0,--,,,,,1.0,0.0,0.0,0.0
1808,Data visualization with Python: Complete Masterclass [2023],https://www.udemy.com/course/data-visualization-with-python-complete-masterclass-2023/,2,0,1.0,Jan-23,English,1.0,0.0,69.9,1.0,8.0,41.0,3h 25m,AD Chauhdry,"89,538",27.0,4,,,,,0.0,0.0,0.0,0.0
1809,The Beginner's Guide to ChatGPT: Unlock the Potential of AI,https://www.udemy.com/course/the-beginners-guide-to-chatgpt-unlock-the-potential-of-ai/,0,0,1.0,Jan-23,English,1.0,0.0,69.9,1.0,11.0,32.0,53m total,Rahmaan Stewart,--,1.0,--,,,,,0.0,0.0,0.0,0.0
1810,Deep Learning Image Generation with GANs and Diffusion Model,https://www.udemy.com/course/deep-learning-image-generation-with-gans-and-diffusion-model/,9,0,1.0,Feb-23,English,1.0,0.0,69.9,1.0,8.0,27.0,10h 7m,Neuralearn Dot AI,"9,657",9.0,4.2,,,,,0.0,0.0,0.0,0.0
1811,Data visualization with Python: Complete Masterclass [2023],https://www.udemy.com/course/data-visualization-with-python-complete-masterclass-2023/,2,0,1.0,Jan-23,English,1.0,0.0,69.9,1.0,8.0,41.0,3h 25m,AD Chauhdry,"89,538",27.0,4,,,,,0.0,0.0,0.0,0.0
1812,Fundamental Concepts of Mathematics for Computer Science,https://www.udemy.com/course/fundamental-concepts-of-mathematics-for-computer-science/,0,0,1.0,Jan-23,English,1.0,0.0,69.9,1.0,2.0,12.0,1h 52m,Edu Career College,--,1.0,--,,,,,1.0,0.0,0.0,0.0
1813,The Complete Google Earth Engine Python API & Colab Bootcamp,https://www.udemy.com/course/complete-google-earth-engine-python-api-colab/,49,2,1.0,Feb-23,English,1.0,1.0,69.9,1.0,11.0,44.0,7h 3m,Dr. Alemayehu Midekisa,"19,458",22.0,3.9,,,,,1.0,0.0,0.0,3.0
1814,The Post Java Machine Learning Weka Intermediate for 7 hours,https://www.udemy.com/course/the-post-java-machine-learning-weka-intermediate-for-6-hours/,8,0,1.0,Jul-20,English,1.0,1.0,69.9,1.0,6.0,28.0,6h 53m,Java Ra Machine Learning,130,2.0,--,,,,,0.0,0.0,0.0,0.0
1815,Statistics For Machine Learning By Spotle,https://www.udemy.com/course/statistics-for-machine-learning-by-spotle/,5,0,1.0,Jan-21,English,1.0,1.0,69.9,1.0,11.0,18.0,3h 10m,Spotle Learn,297,23.0,4.1,,,,,0.0,0.0,0.0,0.0
1816,Exploratory Data Analysis in R,https://www.udemy.com/course/exploratory-data-analysis-in-r/,7,0,1.0,Jan-22,English,1.0,1.0,69.9,1.0,7.0,28.0,5h 17m,Ray James Hoobler,12,1.0,--,,,,,0.0,0.0,0.0,0.0
1817,Advanced Bootcamp Bigdata And Data Science By Spotle,https://www.udemy.com/course/advanced-bootcamp-bigdata-and-data-science-by-spotle/,9,0,1.0,Jan-21,English,1.0,0.0,69.9,1.0,13.0,42.0,5h 12m,Spotle Learn,297,23.0,4.1,,,,,0.0,0.0,0.0,0.0
1818,Machine Learning and AI [AI-900],https://www.udemy.com/course/azure-fundamentals-machine-learning-and-ai-beginners/,12,0,1.0,Nov-20,English,1.0,1.0,105.9,1.0,6.0,23.0,3h 48m,Fabrice Chrzanowski,"11,680",56.0,3.9,,,,,0.0,0.0,0.0,0.0
1819,Coding Interview Companion for AI and Deep Learning,https://www.udemy.com/course/coding-interview-companion-for-ai-and-deep-learning/,19,0,1.0,Jan-23,English,1.0,1.0,69.9,1.0,5.0,43.0,1h 33m,Vidya Ranganathan,19,1.0,--,,,,,0.0,0.0,0.0,0.0
1820,Convolution Neural Network with Data Augmentation,https://www.udemy.com/course/convolutionneuralnetwork/,5,0,1.0,Feb-22,English,1.0,1.0,69.9,1.0,12.0,30.0,2h 22m,Vandana Kakkar,5,1.0,--,,,,,0.0,0.0,0.0,0.0
1821,"Advanced course- Data Science, Machine Learning, Java",https://www.udemy.com/course/advanced-course-data-science-machine-learning-java/,0,0,1.0,Feb-22,English,1.0,1.0,69.9,1.0,1.0,14.0,34m total,Arun M,--,5.0,--,,,,,0.0,0.0,0.0,0.0
1822,Masterclass- Programming of Java server pages,https://www.udemy.com/course/masterclass-programming-of-java-server-pages/,0,0,1.0,Mar-22,English,1.0,1.0,69.9,1.0,1.0,11.0,34m total,Arun M,--,5.0,--,,,,,0.0,0.0,0.0,0.0
1823,MapReduce With Java- A Big Data Hadoop Course,https://www.udemy.com/course/mapreduce-with-java-a-big-data-hadoop-course/,2,0,1.0,Dec-22,English,1.0,0.0,69.9,1.0,6.0,53.0,3h 51m,Anurag Kaushik,"2,240",14.0,3.7,,,,,0.0,0.0,0.0,0.0
1824,JARVIS AI 3.0 GPT3 Based AGI Virtual Assistant,https://www.udemy.com/course/jarvis-ai-30-gpt3-based-agi-virtual-assistant/,33,1,1.0,Feb-23,English,1.0,1.0,69.9,1.0,34.0,44.0,7h 10m,Arbaz Khan,"82,121",16.0,4.3,,,,,0.0,0.0,0.0,5.0
1825,AI Masterclass - 10+ AI in 1 course - How To Use,https://www.udemy.com/course/ai-masterclass-lots-of-ai-in-one-course/,5,1,1.0,Jan-23,English,1.0,0.0,69.9,1.0,14.0,20.0,57m total,Mevlüt YILDIZ,5,1.0,5,,,,,0.0,0.0,0.0,5.0
1826,ChatGPT: Earning Money With ChatGPT - Easy Way For Beginners,https://www.udemy.com/course/chatgpt-earning-money-with-chatgpt-easy-way-for-beginners/,"1,651",3,1.0,Feb-23,English,1.0,1.0,69.9,1.0,9.0,13.0,1h 31m,Web Oral,"61,146",9.0,4.2,,,,,0.0,0.0,0.0,3.3
1827,Feature selection for machine learning in Python,https://www.udemy.com/course/feature-selection-for-machine-learning-in-python/,0,0,1.0,Jan-23,English,1.0,0.0,69.9,1.0,3.0,9.0,1h 15m,Gianluca Malato,"8,835",10.0,4.6,,,,,0.0,0.0,0.0,0.0
1828,Rasa Chatbot development using Python and OpenAI GPT-3 model,https://www.udemy.com/course/rasa-chatbot-development-using-python-and-openai-gpt-3-model/,9,0,1.0,Jan-23,English,1.0,0.0,69.9,1.0,6.0,22.0,2h 27m,Shambulingaiah Bylurmath,9,1.0,--,,,,,0.0,0.0,0.0,0.0
1829,Data Science Learning,https://www.udemy.com/course/data-science-learning/,0,0,1.0,Jan-23,English,1.0,0.0,69.9,1.0,5.0,6.0,1h 14m,Learntoupgrade Online,"9,135",14.0,4.5,,,,,0.0,0.0,0.0,0.0
1830,Applied Time Series Analysis and Forecasting in Python,https://www.udemy.com/course/applied-time-series-analysis-and-forecasting-in-python/,2,0,1.0,Jan-23,English,1.0,0.0,69.9,1.0,4.0,12.0,8h 28m,Akhil Vydyula,"3,813",11.0,4.1,,,,,0.0,0.0,0.0,0.0
1831,ChatGPT for Beginners: A Blueprint for Making Money in 2023,https://www.udemy.com/course/chatgpt-mastery-101-a-blueprint-for-making-money-in-2023/,2,0,1.0,Jan-23,English,1.0,0.0,69.9,1.0,8.0,30.0,2h 33m,Baba dook,35,3.0,2.9,,,,,0.0,0.0,0.0,0.0
1832,Python For Machine Learning With Solved Projects By Spotle,https://www.udemy.com/course/python-for-machine-learning-with-solved-projects-by-spotle/,11,0,1.0,Feb-21,English,1.0,1.0,69.9,1.0,19.0,47.0,5h 39m,Spotle Learn,297,23.0,4.1,,,,,0.0,0.0,0.0,0.0
1833,Complete Statistics BootCamp: Hands-On with Python,https://www.udemy.com/course/complete-statistics-bootcamp-hands-on-with-python/,8,0,1.0,Oct-21,English,1.0,1.0,69.9,1.0,6.0,27.0,8h 18m,Asad Ali Ali,8,1.0,--,,,,,0.0,0.0,0.0,0.0
1834,Effective Tabular data (data frame) manipulation in R,https://www.udemy.com/course/effective-tabular-data-data-frame-manipulation-in-r/,1,0,1.0,Sep-22,English,1.0,0.0,69.9,1.0,7.0,69.0,4h 34m,Fru Kingsly,"1,010",2.0,--,,,,,0.0,0.0,0.0,0.0
1835,SEO And Bitcoin..Full understanding-short period of time!,https://www.udemy.com/course/bitcoin-seo-and-python-for-beginners/,0,0,1.0,Jan-23,English,1.0,0.0,69.9,1.0,2.0,16.0,37m total,Jeremy Haskell,--,1.0,--,,,,,0.0,0.0,0.0,0.0
1836,"""Building an Artificial Intelligence: A Step-by-Step Guide""",https://www.udemy.com/course/advanced-way-to-create-an-ai/,0,0,1.0,Jan-23,English,1.0,0.0,69.9,1.0,1.0,10.0,30m total,Jordan Webb,--,1.0,--,,,,,0.0,0.0,0.0,0.0
1837,Data Analyst Accelerator: The Trusted Data Analytics Course,https://www.udemy.com/course/data-analyst-accelerator-the-trusted-data-analytics-course/,0,0,1.0,Jan-23,English,1.0,0.0,69.9,1.0,9.0,115.0,10h 6m,Gen Infiniti,27,3.0,5,,,,,0.0,0.0,0.0,0.0
1838,Image data processing with python,https://www.udemy.com/course/image-data-processing-with-python/,3,0,1.0,Oct-22,English,1.0,0.0,69.9,1.0,6.0,31.0,2h 18m,Mathias Hellmich,3,1.0,--,,,,,1.0,0.0,0.0,0.0
1839,Machine Learning And Deep Learning Projects From Scratch,https://www.udemy.com/course/2023-machine-learning-a-to-z-5-machine-learning-projects/,45,0,1.0,Dec-22,English,1.0,1.0,69.9,1.0,5.0,12.0,3h 12m,Akhil Vydyula,"3,813",11.0,4.1,,,,,0.0,0.0,0.0,0.0
1840,Crypto Data Science and ML with Python,https://www.udemy.com/course/crypto-data-science-and-ml-with-python/,111,0,2.0,Aug-22,English,1.0,1.0,69.9,1.0,18.0,95.0,11h 24m,Mammoth Interactive,"381,800",263.0,4.3,John Bura,"520,513",292.0,4.3,0.0,0.0,0.0,0.0
1841,ChatGPT: Master ChatGPT In 60 Minutes | The Ultimate Guide,https://www.udemy.com/course/chatgpt-course/,1,0,1.0,Jan-23,English,1.0,0.0,69.9,1.0,6.0,16.0,59m total,Joshua Small,1,1.0,--,,,,,1.0,0.0,0.0,0.0
1842,AWS - Introduction and Deep Dive,https://www.udemy.com/course/aws-introduction-and-deep-dive/,2,0,1.0,Mar-22,English,1.0,1.0,69.9,1.0,7.0,49.0,11h 30m,Vision Training Systems Technology Institute Online dba,"2,807",37.0,4.3,,,,,0.0,0.0,1.0,0.0
